v			CH1				Ch2			  Ch5				Ch6
120		0.000558208  	-0.00430169  	0.556079  	0.0306678
130		-0.00408194  	0.00802941  	-0.0113501  	-0.0396356
140		0.00228234  	0.00348606  	-0.146977  	-0.0433178
145		0.00519402  	-0.0142125  	0.103681  	0.0185833
150		-0.00759097  	-0.00731532  	-0.0978137  	-0.0783487
155		-0.010904  	0.00871152  	-0.248892  	-0.0281918
160		-0.0258568  	-0.00927042  	-0.0884269  	0.0351628
165		-0.0570936  	0.00187187  	0.275501  	-0.0735592
170		-0.101184  	-0.00576399  	0.156124  	-0.0161896
175		-0.148207  	-0.00993968  	-0.16111  	0.0386144
180		-0.230118  	-0.00963001  	0.337353  	0.151927
185		-0.376966  	-0.0219796  	0.454291  	0.217319
190		-0.612115  	-0.0370279  	0.4409  	0.32635
195		-0.974541  	-0.0924505  	0.397282  	0.465193
200		-1.59169  	-0.148019  	0.982536  	0.664084
205		-2.67674  	-0.222531  	1.96218  	1.00697
210		-4.44137  	-0.34022  	3.45141  	1.42476
215		-7.32673  	-0.546032  	6.00451  	1.86165

####################################################
Row THGEM  P=20 mbar  Vind 70V Vdrift 300V
